header,location,locationCrumbs,price,description,type,listNumber,specificId,urlStub,cashFlow,listingTypeId,ebitda,financingTypeId,leaseRateDuration,leaseRatePerSquareFoot,searchOffset,adLevelId,siteSpecificId,isDiamondReinforcement,brokerCompany,brokerIntroduction,brokerContactPhoto,brokerContactFullName,isInlineAd,listingPriceReduced,contactInfo,detailRequests,diamondMetaData,region,hotProperty,recentlyUpdated,recentlyAdded,isInlineBroker,brokerCompanyPhoto,brokerCertifications,realEstateIncludedInAskingPrice,initialFee,initialCapital,externalUrl,auctionStartDate,auctionEndDate,auctionDateDisplay,auctionPlacardHighlights,account,activeListingsCount,soldListingsCount,isFdResale,userTypeId,relatedSearchUrlStub,expirationTypeId,advertiserId,placementTypeId,sponsorLevelId,categoryDetails
Auto Parts and Vehicle Maintenance - 42569 **Cash Only**,"Orange County, FL",,200000,Cash offers only and the business must be relocated from its current location upon closing. This family-owned automotive repair and parts store was established in 1984 and is located in South Orlando....,3,2386864,2386864,https://www.bizbuysell.com/business-opportunity/auto-parts-and-vehicle-maintenance-42569-cash-only/2386864/,148821,40,,0,,,118,3,2386864,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,33528,0,0,0,40,,0,,,,
Lawn Pride,Available Nationwide,,50000,"Lawn Pride, a Neighborly company, is a rapidly growing lawn care services franchise. With us, your path to business ownership can experience greener pastures!",-1,3016,3016,/franchise-for-sale/lawn-pride/,,-1,,,,,-1,-1,4917,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/home-services-franchise/,,,,,
SG 10999 Texas Fort Worth Sylvania Convenience Food Mart,"Tarrant County, TX",,949000,"$949,000 plus: Inventory for the Texas Fort Worth Sylvania Convenience Food Mart with Property. $30,000 in average merchandise sales per month, with significantly higher profit margins. The kitchen is...",3,2386860,2386860,https://www.bizbuysell.com/business-opportunity/sg-10999-texas-fort-worth-sylvania-convenience-food-mart/2386860/,160000,40,,0,,,119,3,2386860,,,,,,,FALSE,,,,TX,FALSE,FALSE,TRUE,,,,TRUE,,,,,,,,8517,0,0,0,40,,0,,,,
Boat Sales and Repair Center,"Lamar County, TX",,995000,"A long-standing, reputable marine shop located in East Texas. This business specializes in the sale of new and used boats, as well as repair, service, and support of marine engines, generators, and...",3,2386859,2386859,https://www.bizbuysell.com/business-opportunity/boat-sales-and-repair-center/2386859/,150000,40,,0,,,120,3,2386859,,,,,,,FALSE,,,,TX,FALSE,FALSE,TRUE,,,,TRUE,,,,,,,,16037,0,0,0,40,,0,,,,
Children's Onlline Clothing Brand with $140K in Inventory,"Los Angeles County, CA",,499000,"This wholesale children’s apparel business has an established clientele throughout the U.S. Started in 2012, the business is well established and stable, grossing nearly $900K with a net of over $200K...",3,2386853,2386853,https://www.bizbuysell.com/business-opportunity/childrens-onlline-clothing-brand-with-140k-in-inventory/2386853/,275819,40,,0,,,121,3,2386853,,,,,,,FALSE,,,,CA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,23313,0,0,0,40,,0,,,,
SG 10997 Texas Dallas Terrell Gas Station and C-Store and Property,"Kaufman County, TX",,4000000,"$4,000,000 plus: Inventory for the Texas Dallas Terrell Gas Station and C-Store and Property. Brand New Built Gas Station for sale. The owner purchased a previously shut-down location and demolished...",3,2386851,2386851,https://www.bizbuysell.com/business-opportunity/sg-10997-texas-dallas-terrell-gas-station-and-c-store-and-property/2386851/,,40,,0,,,122,3,2386851,,,,,,,FALSE,,,,TX,FALSE,FALSE,TRUE,,,,TRUE,,,,,,,,8517,0,0,0,40,,0,,,,
Busy Corner Grocery Building & Business sale,"Baltimore, MD",,295000,Very Busy Corner city Grocery with a building for sale...,3,2386849,2386849,https://www.bizbuysell.com/business-opportunity/busy-corner-grocery-building-and-business-sale/2386849/,,40,,0,,,123,3,2386849,,,,,,,FALSE,,,,MD,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,23088,0,0,0,40,,0,,,,
SG 10996 Texas Fort Worth Convenience Food Mart and Fast Food,"Tarrant County, TX",,550000,"$550,000 plus Inventory for the Texas Fort Worth Convenience Food Mart and Fast Food business and property. $40,000 in average merchandise sales per month, with significantly higher profit margins....",3,2386845,2386845,https://www.bizbuysell.com/business-opportunity/sg-10996-texas-fort-worth-convenience-food-mart-and-fast-food/2386845/,120000,40,,0,,,124,3,2386845,,,,,,,FALSE,,,,TX,FALSE,FALSE,TRUE,,,,TRUE,,,,,,,,8517,0,0,0,40,,0,,,,
Longstanding Tire Shop Along I80 in Western NE,Nebraska,,282000,"Well known, veteran owned tire shop for sale, serving farm, field, and roadside. Great reputation within the community. Fully equipped 8,640 s/f shop on a great corner. Real estate is also available....",3,2386843,2386843,https://www.bizbuysell.com/business-opportunity/longstanding-tire-shop-along-i80-in-western-ne/2386843/,93251,40,,1,,,125,3,2386843,,,,,,,FALSE,,,,NE,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,19612,0,0,0,40,,0,,,,
Longstanding Yoga Studio,"Ada County, ID",,150000,"This thriving, family-owned yoga studio has been a cornerstone of its community for over 13 years. Designed with sustainability in mind, the studio offers a welcoming and eco-conscious space for...",3,2386840,2386840,https://www.bizbuysell.com/business-opportunity/longstanding-yoga-studio/2386840/,62395,40,,0,0,,126,3,2386840,,,,,,,FALSE,,,,ID,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,3819,0,0,0,40,,0,,,,
Roofing Business - 42636  **Lender Pre-Qualified**,"Lee County, FL",,500000,"Established Roofing Company in Southwest Florida – Profitable & Growing Founded in November 2022 by three seasoned partners with over 30 years of combined experience, this family-owned roofing company...",3,2386839,2386839,https://www.bizbuysell.com/business-opportunity/roofing-business-42636-lender-pre-qualified/2386839/,225805,40,,0,40,1680,127,3,2386839,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,33528,0,0,0,40,,0,,,,
Honest 1 Auto Care,Available in South Carolina,,200000,"Honesty, integrity, and an unwavering adherence to the highest ethical practices are what define Honest-1. We are simply the most trustworthy auto service provider today, and we are committed to always giving our customers the best advice and service possible.",-1,1070,1070,/franchise-for-sale/honest-1-auto-care/,,-1,,,,,-1,-1,4032,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/automotive-franchise/,,,,,
Home-Based Direct Mail Advertising Business,"Davis County, UT",,180000,This home-based direct mail advertising business provides high quality offers to select households. This business is perfect for an ambitious person with a strong B2B sales background. The business...,3,2386836,2386836,https://www.bizbuysell.com/business-opportunity/home-based-direct-mail-advertising-business/2386836/,91649,40,,1,,,128,3,2386836,,,,,,,FALSE,,,,UT,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,27461,0,0,0,40,,0,,,,
32 Years Established Corner Pizzeria in Prime West Village Location,"New York County, NY",,199999,"Listing ID - 64591 • Prime Corner Location: Located on a high-visibility corner in the West Village, offering dual-sided visibility that attracts a steady flow of potential customers. • Surrounded by...",3,2386835,2386835,https://www.bizbuysell.com/business-opportunity/32-years-established-corner-pizzeria-in-prime-west-village-location/2386835/,111564,40,,0,40,14500,129,3,2386835,,,,,,,FALSE,,,,NY,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,48652,0,0,0,40,,0,,,,
Seafood To Go restaurant for sale,"Loganville, GA",,90000,"It is absentee opertion. With owner involve operation, huge upside potential to grow on sales & net income. Price reduced to $90,000 for quick sale...",3,2386823,2386823,https://www.bizbuysell.com/business-opportunity/seafood-to-go-restaurant-for-sale/2386823/,72000,40,,0,0,,130,3,2386823,,,,,,,FALSE,,,,GA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,14490,0,0,0,40,,0,,,,
Long Established Artisanal Delicatessen Business,"Ontario, ON",,250000,"This is an excellent opportunity to acquire a well-established and profitable delicatessen business with a strong reputation for quality and craftsmanship. Operating for over 26 years, the business...",3,2386819,2386819,https://www.bizbuysell.com/business-opportunity/long-established-artisanal-delicatessen-business/2386819/,184583,40,,0,,,131,3,2386819,,,,,,,FALSE,,,,ON,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,26144,0,0,0,40,,0,,,,
Fetch!  Pet Care,Available in Multiple Locations,,60000,"Launch your franchise in the booming $70 billion pet industry! Home office. Low investment. Solid margins. ""Essential service"". Amazon-proof. Full training/support.",-1,800,800,/franchise-for-sale/fetch-pet-care/,,-1,,,,,-1,-1,3780,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/pet-franchise/,,,,,
"Desirable Location, New build out","Fairfield County, CT",,350000,"Brand new construction, fully fit out restaurant is desirable location. Includes all FF&E. Everything is new, You will not be able to build this for less than 500k. This place is ready to go. looking...",3,2386816,2386816,https://www.bizbuysell.com/business-opportunity/desirable-location-new-build-out/2386816/,,40,,0,40,6000,132,3,2386816,,,,,,,FALSE,,,,CT,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,30869,0,0,0,40,,0,,,,
2 Location General Dentistry Practice with Expansion Potential,Michigan,,775000,Here’s a rare chance to take over a long-established general dental practice with two locations and a strong local reputation. The main office opened in 1996 and expanded in 2010 with a second...,3,2386812,2386812,https://www.bizbuysell.com/business-opportunity/2-location-general-dentistry-practice-with-expansion-potential/2386812/,581828,40,,0,40,3500,133,3,2386812,,,,,,,FALSE,,,,MI,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,2408,0,0,0,40,,0,,,,
SWFL Window Film Business - 15003,"Hudson, FL",,249000,"For over 30 years, this state-of-the-art window film application service business has been a trusted name in enhancing homes and commercial locations on Florida’s gulf coast. Now, the owners are...",3,2386811,2386811,https://www.bizbuysell.com/business-opportunity/swfl-window-film-business-15003/2386811/,133581,40,,0,40,950,134,3,2386811,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,33528,0,0,0,40,,0,,,,
Profitable Building Supply & Hardware Business with Real Estate,"Washington County, ME",,2125000,"This long-established business operates within the hardware and building materials industry, generating revenue primarily through the sale of goods. It focuses on high-margin, premium-grade building...",3,2386807,2386807,https://www.bizbuysell.com/business-opportunity/profitable-building-supply-and-hardware-business-with-real-estate/2386807/,211897,40,251632,0,,,135,3,2386807,,,,,,,FALSE,,,,ME,FALSE,FALSE,TRUE,,,,TRUE,,,,,,,,43062,0,0,0,40,,0,,,,
Profitable and Growing Specialty Finishes Contractor Business,"Austin, TX",,2550000,Well-established specialty finishes contractor is available for immediate acquisition in central Texas. Known for beautiful installations with boundless potential for their clients and with a...,3,2386806,2386806,https://www.bizbuysell.com/business-opportunity/profitable-and-growing-specialty-finishes-contractor-business/2386806/,700000,40,,0,,,136,3,2386806,,,,,,,FALSE,,,,TX,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,41464,0,0,0,40,,0,,,,
Premier Beauty Salon,"Gta Toronto, ON",,99000,REDUCED PRICE! This beautiful salon is a bright and spacious retreat with a relaxing and uplifting environment where clients are cared for and staff believe that everyone deserves to look and feel...,3,2386805,2386805,https://www.bizbuysell.com/business-opportunity/premier-beauty-salon/2386805/,41000,40,,0,,,137,3,2386805,,,,,,,FALSE,,,,ON,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,48427,0,0,0,40,,0,,,,
Retail Florist Shop - 71429,"Ellenton, FL",,300000,"An extraordinary opportunity awaits in the form of an established retail florist shop, now available for purchase. Since its founding in 2016 in the heart of the booming SW Florida Gulf Coast, the...",3,2386802,2386802,https://www.bizbuysell.com/business-opportunity/retail-florist-shop-71429/2386802/,156694,40,,0,40,2725,138,3,2386802,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,33528,0,0,0,40,,0,,,,
Hudson Valley - Artesian Chocolate Company,"Beacon, NY",,3200000,"CR Properties Group is pleased to offer For Sale a successful chocolate business with two locations at 269 Main Street, Beacon, NY 12508 & 1054 Main Street, Fishkill, NY 12524. The Beacon location is...",3,2386799,2386799,https://www.bizbuysell.com/business-opportunity/hudson-valley-artesian-chocolate-company/2386799/,,40,,0,,,139,3,2386799,,,,,,,FALSE,,,,NY,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,24886,0,0,0,40,,0,,,,
Profitable Integrative Medical Practice Prime Scottsdale Location,"Scottsdale, AZ",,849000,"This is a well-established medical practice in a prime Scottsdale location. Known for delivering personalized, patient-focused care, it combines traditional primary care with holistic, integrative...",3,2386794,2386794,https://www.bizbuysell.com/business-opportunity/profitable-integrative-medical-practice-prime-scottsdale-location/2386794/,290947,40,,0,0,4000,140,3,2386794,,,,,,,FALSE,,,,AZ,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,46848,0,0,0,40,,0,,,,
Live Hydration Spa,Available in Multiple Locations,,50000,Live Healthy Live Hydrated,-1,2232,2232,/franchise-for-sale/live-hydration-spa/,,-1,,,,,-1,-1,4177,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/beauty-and-fitness-franchise/,,,,,
6 Days Sushi Restaurant (Monday-Saturday)**Established 20 Years,"Greenbelt, MD",,250000,"Great opportunity to own a Sushi Restaurant with a loyal customer base. A family-owned a Japanese restaurant located in Greenbelt, PG county. We open for over 30 years, our gross sales is steadily...",3,2386769,2386769,https://www.bizbuysell.com/business-opportunity/6-days-sushi-restaurant-monday-saturday-established-20-years/2386769/,120000,40,,0,0,5800,141,3,2386769,,,,,,,FALSE,,,,MD,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,41621,0,0,0,40,,0,,,,
Commercial and Residential HVAC Company with Real Estate 2846,Texas,,1100000,Commercial and Residential HVAC Company with Real Estate - Established 19 Years This is a rare opportunity to acquire a highly reputable and long-standing commercial and residential HVAC business...,3,2386766,2386766,https://www.bizbuysell.com/business-opportunity/commercial-and-residential-hvac-company-with-real-estate-2846/2386766/,150000,40,,0,,,142,3,2386766,,,,,,,FALSE,,,,TX,FALSE,FALSE,TRUE,,,,TRUE,,,,,,,,13117,0,0,0,40,,0,,,,
Commercial Cleaning Buisiness With Office and Medical Clients,"Monmouth County, NJ",,,"This busines is a well-established commercial cleaning and janitorial business in North and Central New Jersey. The company services com-mercial accounts in a wide range of industries, including...",3,2386762,2386762,https://www.bizbuysell.com/business-opportunity/commercial-cleaning-buisiness-with-office-and-medical-clients/2386762/,121602,40,,0,,,143,3,2386762,,,,,,,FALSE,,,,NJ,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,34698,0,0,0,40,,0,,,,
Henrietta Area Take-Out/Counter Service Burger & Plates,"Rochester, NY",,120000,"• Located off a major highway with a very high traffic count • 1,300 square feet of counter service with seating for 30 • Large outdoor patio • Menu specializes in burgers/pates and shakes • Location...",3,2386757,2386757,https://www.bizbuysell.com/business-opportunity/henrietta-area-take-out-counter-service-burger-and-plates/2386757/,,40,,1,0,,144,3,2386757,,,,,,,FALSE,,,,NY,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,6084,0,0,0,40,,0,,,,
High Traffic Beauty Salon for SALE in a Prime Location!,"Lawrenceville, GA",,79000,Well established beauty salon with up to 80% repeat customers and loyal customer base is for SALE in a high traffic area plaza in Lawrenceville with strong national brand anchor tenants! Low rent and...,3,2386752,2386752,https://www.bizbuysell.com/business-opportunity/high-traffic-beauty-salon-for-sale-in-a-prime-location/2386752/,,40,,0,,,145,3,2386752,,,,,,,FALSE,,,,GA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,45531,0,0,0,40,,0,,,,
Convenience Store - High Gaming with Building,"Rockford, IL",,549000,"This 2800 sq. convenience store is well established. Store sales are over $600,000 a year. The gaming does over $8000 per month which is the the commission to the store. That is outstanding. There is...",3,2386743,2386743,https://www.bizbuysell.com/business-opportunity/convenience-store-high-gaming-with-building/2386743/,,40,,0,,,146,3,2386743,,,,,,,FALSE,,,,IL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,1275,0,0,0,40,,0,,,,
Established Liquor Store - Peoria Area,"Peoria, IL",,150000,"This is a well established liquor store near Peoria, Illinois. It has been around over 40 years. This store has been absentee owned for years. Gaming is approved and could be added. You could add...",3,2386742,2386742,https://www.bizbuysell.com/business-opportunity/established-liquor-store-peoria-area/2386742/,,40,,0,,,147,3,2386742,,,,,,,FALSE,,,,IL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,1275,0,0,0,40,,0,,,,
Profitable Ventilation Cleaning Company - Strong Comm'l & Residential,"Suffolk County, NY",,650000,HS Listing ID - 64659 • Core Operations & History: Specializes in ventilation cleaning and installation services and has been operating successfully for over 18 years. • Service Breakdown: 33%...,3,2386736,2386736,https://www.bizbuysell.com/business-opportunity/profitable-ventilation-cleaning-company-strong-comm-l-and-residential/2386736/,265000,40,,1,0,,148,3,2386736,,,,,,,FALSE,,,,NY,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,48652,0,0,0,40,,0,,,,
Turnkey & Well-Established Import & Classic Auto Repair Shop,"Palm Beach County, FL",,349000,"This well-established auto repair and restoration business specializes in imported and classic vehicles. Proudly operating since 1989, it has built a loyal customer base by delivering expert...",3,2386731,2386731,https://www.bizbuysell.com/business-opportunity/turnkey-and-well-established-import-and-classic-auto-repair-shop/2386731/,141000,40,,1,,,149,3,2386731,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,47358,0,0,0,40,,0,,,,
Aesthetic Development Group,Available Nationwide,,13500,"Aesthetic Development Group is an affordable, turnkey business opportunity, offering body contouring and facial rejuvenation service lines to both new and established practices.",-1,1043,1043,/franchise-for-sale/aesthetic-development-group/,,-1,,,,,-1,-1,4005,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/business-opportunities-franchise/,,,,,
Vinni's Listing -Turnkey Convenience Store on a Prime Corner for Sale!,"Phoenix, AZ",,299000,"Turnkey Convenience Store with Beer & Wine – Prime Corner Location! Fantastic opportunity to own a well-stocked, easy-to-run convenience store in a high-traffic, high-visibility corner location! This...",3,2386475,2386475,https://www.bizbuysell.com/business-opportunity/vinnis-listing-turnkey-convenience-store-on-a-prime-corner-for-sale/2386475/,116400,40,,0,40,5000,200,3,2386475,,,,,,,FALSE,,,,AZ,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,36616,0,0,0,40,,0,,,,
"Turnkey Streetwear Brand –Designer Access,Wholesale Ready, $99,000","Beverly Hills, CA",,99000,"Step into the fast-growing world of streetwear with High Risk Apparel, a fully turnkey fashion brand with bold creative roots and built-in momentum. Inspired by themes of risk, rebellion, and...",3,2386466,2386466,https://www.bizbuysell.com/business-opportunity/turnkey-streetwear-brand-designer-access-wholesale-ready-99-000/2386466/,40000,40,,1,,,201,3,2386466,,,,,,,FALSE,,,,CA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Thriving Landscaping Business for Sale in High Income Market,"Chesterfield County, VA",,100000,"Established Landscaping Business - Chesterfield County, VA This profitable landscaping operation serves the affluent Moseley market in one of Virginia's fastest-growing counties. With $200,000 in...",3,2386459,2386459,https://www.bizbuysell.com/business-opportunity/thriving-landscaping-business-for-sale-in-high-income-market/2386459/,65000,40,,1,,,202,3,2386459,,,,,,,FALSE,,,,VA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Established Mediterranean Franchise in Booming Tampa Area!,"Tampa, FL",,325000,"PRICE IS LESS THAN WHAT IT WOULD COST YOU TO BUILD A NEW ONE!! SELLER FINANCING AVAILABLE WITH $250,000 DOWN. This is an EXCEPTIONAL opportunity to own a well-established, turn-key fast casual...",3,2386456,2386456,https://www.bizbuysell.com/business-opportunity/established-mediterranean-franchise-in-booming-tampa-area/2386456/,139661,40,,1,40,6000,203,3,2386456,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,2977,0,0,0,40,,0,,,,
Turnkey Coastal Eats Concept in Prime High-Traffic Location,"Jacksonville, FL",,225000,Crack Into a Hot Opportunity! This high-performing fast-casual seafood spot is located in one of Jacksonville’s most desirable shopping and dining corridors. Known for its clean coastal aesthetic and...,3,2386407,2386407,https://www.bizbuysell.com/business-opportunity/turnkey-coastal-eats-concept-in-prime-high-traffic-location/2386407/,,40,,1,,5486,204,3,2386407,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,33313,0,0,0,40,,0,,,,
"Flowers Bakery Route – $198,000 - Vero Beach","Vero Beach, FL",,198000,Flowers Bakery Route Vero Beach - Indian River County Depot in Vero Beach ----------------------------------------------- Flowers Bakery is one of the largest bakeries in the United States. Share in...,3,2386406,2386406,https://www.bizbuysell.com/business-opportunity/flowers-bakery-route-198-000-vero-beach/2386406/,85640,40,,1,,,205,3,2386406,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,27503,0,0,0,40,,0,,,,
Coastal Seafood Concept in Charming Beach Town,"Fernandina Beach, FL",,225000,"Where Beach Vibes Meet Big Bites! Step into ownership of this thriving fast-casual seafood spot located in beautiful Fernandina Beach. Just minutes from the ocean and set in a walkable, high-traffic...",3,2386405,2386405,https://www.bizbuysell.com/business-opportunity/coastal-seafood-concept-in-charming-beach-town/2386405/,,40,,1,,5579.36,206,3,2386405,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,33313,0,0,0,40,,0,,,,
"Chicken Franchise, Help run, Newly Built, Full Kitchen, Type 41.","Artesia, CA",,249000,"QSR Help run with owner operated Franchise– Low Competition & Growth Potential Asking Price: $249,000 + Inventory Location: Cerritos / Artesia. Annual Sales: $540,000 Annual Net Income: $54,000...",3,2386388,2386388,https://www.bizbuysell.com/business-opportunity/chicken-franchise-help-run-newly-built-full-kitchen-type-41/2386388/,54000,40,,0,40,7850,207,3,2386388,,,,,,,FALSE,,,,CA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,41327,0,0,0,40,,0,,,,
SG 10995 Arkansas Clinton Branded Gas Station C Store,"Van Buren County, AR",,175000,"Branded Gas Station and Fast Food in Clinton, AR | Business for Sale Are you seeking a profitable, branded gas station in Clinton, Arkansas? This updated gas station offers excellent revenue potential...",3,2386379,2386379,https://www.bizbuysell.com/business-opportunity/sg-10995-arkansas-clinton-branded-gas-station-c-store/2386379/,260000,40,,0,40,7200,208,3,2386379,,,,,,,FALSE,,,,AR,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,8517,0,0,0,40,,0,,,,
Full Sized Repair and Performance Shop!,"Newport, OR",,300000,"FULL SIZED REPAIR AND PERFORMANCE SHOP - NEWPORT, OR Established auto repair and service shop strategically located in Newport, Oregon, serving Lincoln County's growing automotive service needs. This...",3,2386168,2386168,https://www.bizbuysell.com/business-opportunity/full-sized-repair-and-performance-shop/2386168/,,40,,1,40,2500,209,3,2386168,,,,,,,FALSE,,,,OR,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Team Up Athletics,Available in Multiple Locations,,25000,"Sports industry! 30%-40% margins. Low up front cost, high margin opportunity, start right away. No brick and mortar or inventory necessary",-1,2577,2577,/franchise-for-sale/team-up-athletics/,,-1,,,,,-1,-1,4503,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,/franchise-for-sale/sports-and-recreation-franchise/,,,,,
Luxury Hair Removal Salon,"Tampa, FL",,75000,Sugaring NYC is the #1 fastest growing beauty franchise in 2023 according to Entrepreneur Franchise 500. We are the premier organic sugaring hair removal provider in the USA. We are selling this...,3,2385034,2385034,https://www.bizbuysell.com/business-opportunity/luxury-hair-removal-salon/2385034/,,40,,0,40,3200,210,3,2385034,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Lake Girl Bakes & Gifts: A thriving online bake and gift shop.,New Jersey,,45900,"Lake Girl Bakes is a charming, small-batch bakery and curated gift brand known for its nostalgic, high-quality baked goods and beautifully packaged offerings. With a strong online presence,...",3,2383627,2383627,https://www.bizbuysell.com/business-opportunity/lake-girl-bakes-and-gifts-a-thriving-online-bake-and-gift-shop/2383627/,26400,40,0,0,40,0,211,3,2383627,,,,,,,FALSE,,,,NJ,FALSE,TRUE,FALSE,,,,FALSE,,,,,,,,,0,0,0,,,0,,,,
Custom Closet & Storage Organization Business For Sale,"Jacksonville, FL",,149999,"Well-Established Custom Closet & Home Organization Business Available for Acquisition An exceptional opportunity to own a thriving business specializing in high-quality custom closets, cabinetry, and...",3,2386326,2386326,https://www.bizbuysell.com/business-opportunity/custom-closet-and-storage-organization-business-for-sale/2386326/,180000,40,,0,,,212,3,2386326,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,34182,0,0,0,40,,0,,,,
Custom Closet & Storage Organization Business For Sale,"Nashville, TN",,99999,"Well-Established Custom Closet & Home Organization Business Available for Acquisition An exceptional opportunity to own a thriving business specializing in high-quality custom closets, cabinetry, and...",3,2386324,2386324,https://www.bizbuysell.com/business-opportunity/custom-closet-and-storage-organization-business-for-sale/2386324/,74000,40,,0,,,213,3,2386324,,,,,,,FALSE,,,,TN,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,34182,0,0,0,40,,0,,,,
Veg Indian Fine Dining Rest with Banquet hall in Herndon Turnkey Oppor,"Herndon, VA",,400000,"Discover a Rare Opportunity to Own a Turnkey Vegetarian Indian Fine Dining Restaurant in Herndon, VA! Nestled in a prime Herndon location with strong visibility and ample parking, this beautifully...",3,2386322,2386322,https://www.bizbuysell.com/business-opportunity/veg-indian-fine-dining-rest-with-banquet-hall-in-herndon-turnkey-oppor/2386322/,350000,40,,0,,,214,3,2386322,,,,,,,FALSE,,,,VA,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,37230,0,0,0,40,,0,,,,
"$300,000 Home Health Agency in the Dallas/North Texas Area","Dallas, TX",,300000,"Licensed Home Health Agency-Region 3-$300,000! Profitable Licensed and Certified Home Health Agency in Region 3 with Medicare, Medicaid and PAS. Current owners are moving in a different direction....",3,2386309,2386309,https://www.bizbuysell.com/business-opportunity/300-000-home-health-agency-in-the-dallas-north-texas-area/2386309/,,40,,0,,,215,3,2386309,,,,,,,FALSE,,,,TX,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,884,0,0,0,40,,0,,,,
Turnkey 13.75-Acre Tilapia Fish Farm - Inventory Included,"Clewiston, FL",,1200000,"This turnkey Tilapia fish farm in Clewiston, Florida, offers an exceptional income-producing opportunity for investors or hands-on operators. Situated on 13.75 acres of fully developed land, the...",3,2386306,2386306,https://www.bizbuysell.com/business-opportunity/turnkey-13-75-acre-tilapia-fish-farm-inventory-included/2386306/,56870,40,,0,,,216,3,2386306,,,,,,,FALSE,,,,FL,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,46471,0,0,0,40,,0,,,,
"Profitable & GrowingLaundromat - Near Bellmore, NY $137,000","Bellmore, NY",,137000,"Great Opportunity to own an affordable, growing laundromat with lots of potential. Store is located in well appointed in a well-maintained plaza on a busy road in Nassau County near Bellmore. It's...",3,2386305,2386305,https://www.bizbuysell.com/business-opportunity/profitable-and-growinglaundromat-near-bellmore-ny-137-000/2386305/,42000,40,,0,,3600,217,3,2386305,,,,,,,FALSE,,,,NY,FALSE,FALSE,TRUE,,,,FALSE,,,,,,,,40304,0,0,0,40,,0,,,,
